index, frame, sample, time, raw[0], cal[0], raw[1], cal[1], raw[2], cal[2]
80,90,0,0.81,4,0.004,1,0.08,0,1.07273
81,91,0,0.82,5,0.005,1,0.1,0,1.14545
82,92,0,0.83,6,0.006,1,0.1,0,1.2
83,93,0,0.84,7,0.0072,1,0.12,0,1.32727
84,94,0,0.85,8,0.0086,1,0.14,0,1.32727
85,95,0,0.86,10,0.01,2,0.14,1,1.4
86,96,0,0.87,12,0.0116,2,0.16,0,1.43636
87,97,0,0.88,13,0.0134,1,0.18,-1,1.43636
88,98,0,0.89,15,0.0154,2,0.2,1,1.30909
89,99,0,0.9,17,0.0174,2,0.2,0,1.25455
90,100,0,0.91,20,0.0196,3,0.22,1,1.27273
91,101,0,0.92,22,0.022,2,0.24,-1,1.25455
92,102,0,0.93,24,0.0244,2,0.24,0,1.29091
93,103,0,0.94,27,0.0268,3,0.24,1,1.29091
94,104,0,0.95,29,0.0294,2,0.26,-1,1.36364
95,105,0,0.96,32,0.0322,3,0.28,1,1.4
96,106,0,0.97,35,0.0352,3,0.3,0,1.4
97,107,0,0.98,38,0.0384,3,0.32,0,1.47273
98,108,0,0.99,42,0.0416,4,0.32,1,1.50909
99,109,0,1,45,0.045,3,0.34,-1,1.4
100,110,0,1.01,48,0.0486,3,0.36,0,1.25455
101,111,0,1.02,52,0.0522,4,0.36,1,1.18182
102,112,0,1.03,56,0.056,4,0.38,0,1.09091
103,113,0,1.04,60,0.06,4,0.4,0,1
104,114,0,1.05,64,0.064,4,0.4,0,1
105,115,0,1.06,68,0.068,4,0.4,0,0.981818
106,116,0,1.07,72,0.0722,4,0.42,0,0.963636
107,117,0,1.08,76,0.0764,4,0.42,0,1.03636
108,118,0,1.09,81,0.0806,5,0.42,1,1.18182
109,119,0,1.1,85,0.0852,4,0.46,-1,1.30909
110,120,0,1.11,89,0.0898,4,0.46,0,1.41818
111,121,0,1.12,95,0.0944,6,0.46,2,1.49091
112,122,0,1.13,99,0.0994,4,0.5,-2,1.52727
113,123,0,1.14,104,0.1046,5,0.52,1,1.52727
114,124,0,1.15,110,0.1098,6,0.52,1,1.38182
115,125,0,1.16,115,0.1152,5,0.54,-1,1.4
116,126,0,1.17,121,0.1208,6,0.56,1,1.38182
117,127,0,1.18,126,0.1264,5,0.56,-1,1.30909
118,128,0,1.19,132,0.1322,6,0.58,1,1.29091
119,129,0,1.2,138,0.138,6,0.58,0,1.34545
120,130,0,1.21,144,0.144,6,0.6,0,1.36364
121,131,0,1.22,150,0.1502,6,0.62,0,1.34545
122,132,0,1.23,156,0.1566,6,0.64,0,1.30909
123,133,0,1.24,163,0.163,7,0.64,1,1.34545
124,134,0,1.25,170,0.1696,7,0.66,0,1.34545
125,135,0,1.26,176,0.1764,6,0.68,-1,1.30909
126,136,0,1.27,183,0.1832,7,0.68,1,1.32727
127,137,0,1.28,190,0.19,7,0.68,0,1.4
128,138,0,1.29,197,0.1972,7,0.72,0,1.43636
129,139,0,1.3,204,0.2044,7,0.72,0,1.43636
130,140,0,1.31,212,0.2118,8,0.74,1,1.4
131,141,0,1.32,219,0.2194,7,0.76,-1,1.34545
132,142,0,1.33,227,0.2272,8,0.78,1,1.18182
133,143,0,1.34,235,0.235,8,0.78,0,1
134,144,0,1.35,243,0.243,8,0.8,0,1
135,145,0,1.36,251,0.251,8,0.8,0,0.981818
136,146,0,1.37,259,0.259,8,0.8,0,1.03636
137,147,0,1.38,267,0.267,8,0.8,0,1.16364
138,148,0,1.39,275,0.2752,8,0.82,0,1.36364
139,149,0,1.4,283,0.2836,8,0.84,0,1.43636
140,150,0,1.41,292,0.2922,9,0.86,1,1.49091
141,151,0,1.42,301,0.301,9,0.88,0,1.52727
142,152,0,1.43,310,0.31,9,0.9,0,1.43636
143,153,0,1.44,319,0.3192,9,0.92,0,1.21818
144,154,0,1.45,328,0.3284,9,0.92,0,1.07273
145,155,0,1.46,338,0.3376,10,0.92,1,1
146,156,0,1.47,347,0.347,9,0.94,-1,0.909091
147,157,0,1.48,356,0.3564,9,0.94,0,1
148,158,0,1.49,366,0.3658,10,0.94,1,1.07273
149,159,0,1.5,375,0.3754,9,0.96,-1,1.23636
150,160,0,1.51,385,0.3852,10,0.98,1,1.38182
151,161,0,1.52,395,0.395,10,0.98,0,1.49091
152,162,0,1.53,405,0.4052,10,1.02,0,1.47273
153,163,0,1.54,415,0.4154,10,1.02,0,1.52727
154,164,0,1.55,426,0.4258,11,1.04,1,1.43636
155,165,0,1.56,436,0.4364,10,1.06,-1,1.30909
156,166,0,1.57,447,0.4472,11,1.08,1,1.25455
157,167,0,1.58,458,0.4578,11,1.06,0,1.16364
158,168,0,1.59,469,0.4688,11,1.1,0,1.14545
159,169,0,1.6,479,0.4798,10,1.1,-1,1.10909
160,170,0,1.61,491,0.4908,12,1.1,2,1.14545
161,171,0,1.62,502,0.502,11,1.12,-1,1.16364
162,172,0,1.63,513,0.5134,11,1.14,0,1.27273
163,173,0,1.64,525,0.5248,12,1.14,1,1.25455
164,174,0,1.65,536,0.5364,11,1.16,-1,1.30909
165,175,0,1.66,548,0.5482,12,1.18,1,1.25455
166,176,0,1.67,560,0.56,12,1.18,0,1.18182
167,177,0,1.68,572,0.572,12,1.2,0,1.18182
168,178,0,1.69,584,0.5842,12,1.22,0,1.16364
169,179,0,1.7,596,0.5964,12,1.22,0,1.12727
170,180,0,1.71,609,0.6086,13,1.22,1,0.890909
171,181,0,1.72,621,0.621,12,1.24,-1,0.327273
172,182,0,1.73,633,0.6336,12,1.26,0,-0.490909
173,183,0,1.74,646,0.6462,13,1.26,1,-1.49091
174,184,0,1.75,659,0.659,13,1.28,0,-2.58182
175,185,0,1.76,672,0.6714,13,1.24,0,-3.50909
176,186,0,1.77,685,0.683,13,1.16,0,-4.07273
177,187,0,1.78,695,0.694,10,1.1,-3,-4.36364
178,188,0,1.79,704,0.7042,9,1.02,-1,-4.25455
179,189,0,1.8,714,0.7136,10,0.94,1,-3.83636
180,190,0,1.81,723,0.7228,9,0.92,-1,-3.09091
181,191,0,1.82,732,0.7322,9,0.94,0,-2.49091
182,192,0,1.83,741,0.7414,9,0.92,0,-2.05455
183,193,0,1.84,751,0.7506,10,0.92,1,-1.81818
184,194,0,1.85,760,0.7598,9,0.92,-1,-1.90909
185,195,0,1.86,769,0.7688,9,0.9,0,-2.18182
186,196,0,1.87,778,0.7772,9,0.84,0,-2.38182
187,197,0,1.88,786,0.7854,8,0.82,-1,-2.49091
188,198,0,1.89,793,0.7932,7,0.78,-1,-2.4
189,199,0,1.9,801,0.8006,8,0.74,1,-2.12727
190,200,0,1.91,808,0.808,7,0.74,-1,-1.76364
191,201,0,1.92,815,0.8154,7,0.74,0,-1.4
192,202,0,1.93,823,0.8224,8,0.7,1,-0.981818
193,203,0,1.94,830,0.8296,7,0.72,-1,-0.563636
194,204,0,1.95,836,0.8368,6,0.72,-1,-0.272727
195,205,0,1.96,844,0.8438,8,0.7,2,-0.0545454
196,206,0,1.97,851,0.8506,7,0.68,-1,0.345455
197,207,0,1.98,858,0.8578,7,0.72,0,0.709091
198,208,0,1.99,864,0.865,6,0.72,-1,0.818182
199,209,0,2,872,0.8722,8,0.72,2,0.963636
200,210,0,2.01,880,0.8796,8,0.74,0,1.05455
201,211,0,2.02,887,0.8874,7,0.78,-1,0.981818
202,212,0,2.03,895,0.8952,8,0.78,1,0.636364
203,213,0,2.04,903,0.903,8,0.78,0,0.436364
204,214,0,2.05,911,0.9108,8,0.78,0,0.2
205,215,0,2.06,919,0.9186,8,0.78,0,-0.163636
206,216,0,2.07,926,0.9264,7,0.78,-1,-0.436364
207,217,0,2.08,934,0.934,8,0.76,1,-0.581818
208,218,0,2.09,942,0.9416,8,0.76,0,-0.763636
209,219,0,2.1,949,0.9492,7,0.76,-1,-0.872727
210,220,0,2.11,957,0.9566,8,0.74,1,-1
211,221,0,2.12,964,0.964,7,0.74,-1,-1.12727
212,222,0,2.13,971,0.9712,7,0.72,0,-1.05455
213,223,0,2.14,979,0.9782,8,0.7,1,-1.09091
214,224,0,2.15,985,0.9852,6,0.7,-2,-1.12727
215,225,0,2.16,992,0.992,7,0.68,1,-0.963636
216,226,0,2.17,999,0.9986,7,0.66,0,-0.909091
217,227,0,2.18,1005,1.0054,6,0.68,-1,-0.854545
218,228,0,2.19,1012,1.012,7,0.66,1,-0.8
219,229,0,2.2,1019,1.0184,7,0.64,0,-0.763636
220,230,0,2.21,1025,1.025,6,0.66,-1,-0.836364
221,231,0,2.22,1031,1.0314,6,0.64,0,-0.909091
222,232,0,2.23,1038,1.0376,7,0.62,1,-1
223,233,0,2.24,1044,1.0438,6,0.62,-1,-0.909091
224,234,0,2.25,1050,1.05,6,0.62,0,-0.927273
225,235,0,2.26,1056,1.0558,6,0.58,0,-0.963636
226,236,0,2.27,1062,1.0616,6,0.58,0,-0.818182
227,237,0,2.28,1067,1.0674,5,0.58,-1,-0.781818
228,238,0,2.29,1073,1.0732,6,0.58,1,-0.854545
229,239,0,2.3,1079,1.0788,6,0.56,0,-0.745454
230,240,0,2.31,1085,1.0844,6,0.56,0,-0.563636
231,241,0,2.32,1090,1.09,5,0.56,-1,-0.612121
232,242,0,2.33,1095,1.0954,5,0.54,0,-0.6
233,243,0,2.34,1101,1.1006,6,0.52,1,-0.507792
234,244,0,2.35,1106,1.106,5,0.54,-1,-0.363636
235,245,0,2.36,1111,1.1114,5,0.54,0,-0.290909
236,246,0,2.37,1117,1.114,6,0.525,1,-0.166667
237,247,0,2.38,1122,1.11667,5,0.533333,-1,-1.69177e-13
