-----------New Experiment-----------
0 	 3063450.0
70 	 3031642.0
140 	 3041041.0
210 	 3017182.0
280 	 3041275.0
350 	 3028371.0
420 	 3023452.0
490 	 3034641.0
560 	 3031236.0
630 	 3036883.0
700 	 3032225.0
770 	 3017578.0
840 	 3013898.0
910 	 3047078.0
980 	 3026085.0
1050 	 3045548.0
1120 	 3042177.0
1190 	 3027615.0
1260 	 3040953.0
1330 	 3046197.0
1400 	 3052206.0
1470 	 3020702.0
1540 	 3073067.0
1610 	 3058771.0
1680 	 3061371.0
1750 	 3025758.0
1820 	 3056069.0
1890 	 3034688.0
1960 	 3065201.0
2030 	 3060425.0
2100 	 3054584.0
2170 	 3063559.0
2240 	 3057990.0
2310 	 3040577.0
2380 	 3047001.0
2450 	 3028439.0
2520 	 3058012.0
2590 	 3051016.0
2660 	 3059822.0
2730 	 3058967.0
2800 	 3051535.0
2870 	 3049660.0
2940 	 3055715.0
3010 	 3063158.0
3080 	 3065780.0
3150 	 3066774.0
3220 	 3069751.0
3290 	 3058277.0
3360 	 3063887.0
3430 	 3054728.0
3500 	 3047557.0
3570 	 3076189.0
3640 	 3070041.0
3710 	 3067894.0
3780 	 3019373.0
3850 	 3058175.0
3920 	 3049895.0
3990 	 3046463.0
4060 	 3034512.0
4130 	 3028094.0
4200 	 3054720.0
4270 	 3058057.0
4340 	 3041770.0
4410 	 3060904.0
4480 	 3077647.0
4550 	 3081104.0
4620 	 3073367.0
4690 	 3051406.0
4760 	 3062386.0
4830 	 3051215.0
4900 	 3056790.0
4970 	 3046900.0
5040 	 3050328.0
5110 	 3061656.0
5180 	 3064597.0
5250 	 3073348.0
5320 	 3060279.0
5390 	 3053674.0
5460 	 3056164.0
5530 	 3058979.0
5600 	 3064099.0
5670 	 3076136.0
5740 	 3069855.0
5810 	 3062938.0
5880 	 3060838.0
5950 	 3054627.0
6020 	 3056300.0
6090 	 3053417.0
6160 	 3068554.0
6230 	 3060041.0
6300 	 3054300.0
6370 	 3049647.0
6440 	 3068655.0
6510 	 3075490.0
6580 	 3060271.0
6650 	 3060798.0
6720 	 3084271.0
6790 	 3067860.0
6860 	 3081331.0
6930 	 3061619.0
7000 	 3032853.0
7070 	 3045766.0
7140 	 3050386.0
7210 	 3067381.0
7280 	 3059278.0
7350 	 3055020.0
7420 	 3041146.0
7490 	 3034545.0
7560 	 3069830.0
7630 	 3060798.0
7700 	 3039120.0
7770 	 3050073.0
7840 	 3066860.0
7910 	 3070717.0
7980 	 3035521.0
8050 	 3059921.0
8120 	 3053663.0
8190 	 3057658.0
8260 	 3032628.0
8330 	 3051767.0
8400 	 3035434.0
8470 	 3053860.0
8540 	 3046008.0
8610 	 3042147.0
8680 	 3068005.0
8750 	 3052022.0
8820 	 3050948.0
8890 	 3064039.0
8960 	 3049922.0
9030 	 3060792.0
9100 	 3034121.0
9170 	 3044342.0
9240 	 3050195.0
9310 	 3046311.0
9380 	 3056538.0
9450 	 3031828.0
9520 	 3046301.0
9590 	 3044920.0
9660 	 3063465.0
9730 	 3031146.0
9800 	 3039521.0
9870 	 3052441.0
9940 	 3040141.0
10010 	 3050217.0
10080 	 3024810.0
10150 	 3044753.0
10220 	 3037335.0
10290 	 3041733.0
10360 	 3061296.0
10430 	 3035274.0
10500 	 3037591.0
10570 	 3023791.0
10640 	 3040200.0
10710 	 3028859.0
10780 	 3032134.0
10850 	 3050172.0
10920 	 3052655.0
10990 	 3029449.0
11060 	 3045442.0
11130 	 3026674.0
11200 	 3033946.0
11270 	 3035544.0
11340 	 3036206.0
11410 	 3043107.0
11480 	 3017387.0
11550 	 3044547.0
11620 	 3043660.0
11690 	 3036845.0
11760 	 3015721.0
11830 	 3030281.0
11900 	 3012272.0
11970 	 3035562.0
12040 	 3014085.0
12110 	 3049174.0
12180 	 3007247.0
12250 	 3028116.0
12320 	 3036457.0
12390 	 3027013.0
12460 	 3017496.0
12530 	 3038250.0
12600 	 3020590.0
12670 	 3028284.0
12740 	 3031864.0
12810 	 3014898.0
12880 	 3042901.0
12950 	 3046401.0
13020 	 3039041.0
13090 	 3033072.0
13160 	 3015052.0
13230 	 3025432.0
13300 	 3024241.0
13370 	 3002382.0
13440 	 3027846.0
13510 	 3029717.0
13580 	 3035299.0
13650 	 3036087.0
13720 	 3035577.0
13790 	 3026665.0
13860 	 3026028.0
13930 	 3012588.0
14000 	 3031154.0
14070 	 3011570.0
